work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,MI,FT,NLP Engineer,198000,PLN,44365,PL,100,PL,S
2025,MI,FT,Research Engineer,141340,USD,141340,US,0,US,M
2024,MI,FT,Research Engineer,157679,USD,157679,US,0,US,M
2024,MI,FT,Data Engineer,120800,USD,120800,US,0,US,M
2024,MI,FT,Data Engineer,209000,USD,209000,US,0,US,M
2024,MI,FT,Data Scientist,86100,USD,86100,CA,0,CA,M
2024,MI,FT,Manager,70000,GBP,87500,GB,0,GB,M
2025,MI,FT,Data Scientist,170000,USD,170000,US,100,US,M
2024,MI,FT,Research Scientist,143000,USD,143000,US,0,US,M
2024,MI,FT,Research Scientist,177000,USD,177000,US,0,US,M
2024,MI,FT,Data Scientist,245000,USD,245000,US,0,US,M
2024,EN,FT,Product Manager,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Engineer,88000,USD,88000,US,0,US,M
2025,EN,FT,Analyst,43200,USD,43200,US,0,US,M
2024,MI,FT,Data Scientist,116000,USD,116000,US,0,US,M
2024,EN,FT,Analyst,93800,USD,93800,US,0,US,M
2024,MI,FT,Machine Learning Engineer,237500,USD,237500,US,0,US,M
2025,EN,FT,Data Analyst,138000,USD,138000,US,100,US,M
2024,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M
2024,MI,FT,Data Scientist,212000,USD,212000,US,0,US,M
2024,MI,FT,Data Engineer,209720,USD,209720,US,0,US,M
2024,MI,FT,Software Engineer,141340,USD,141340,US,0,US,M
2025,MI,FT,Data Scientist,45000,GBP,56962,GB,0,GB,M
2024,MI,FT,Data Scientist,93890,USD,93890,US,0,US,M
2025,EN,FT,Data Engineer,200000,USD,200000,US,0,US,M
2024,MI,FT,Data Scientist,135450,USD,135450,US,100,US,M
2024,MI,FT,Machine Learning Engineer,171903,USD,171903,US,0,US,M
2025,MI,FT,Product Manager,140000,USD,140000,US,100,US,M
2024,MI,FT,Software Engineer,158200,USD,158200,US,0,US,M
2024,MI,FT,Data Scientist,250000,USD,250000,US,0,US,M
2023,MI,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M
2024,EN,FT,AI Engineer,28800,EUR,32000,LT,0,LT,M
2024,MI,FT,Data Engineer,91200,USD,91200,US,0,US,M
2025,MI,FT,Data Engineer,94500,USD,94500,US,100,US,M
2024,MI,FT,Manager,65000,GBP,81250,GB,0,GB,M
2023,MI,FT,Data Scientist,192000,USD,192000,US,0,US,M
2025,EN,FT,Engineer,119600,USD,119600,US,0,US,M
2025,MI,FT,Data Analyst,110000,USD,110000,US,100,US,M
2025,MI,FT,Engineering Manager,171000,USD,171000,US,0,US,M
2022,EN,FT,Data Scientist,80000,USD,80000,US,100,US,L
2024,MI,FT,Software Engineer,180000,USD,180000,US,100,US,M
2024,MI,FT,Data Scientist,172000,USD,172000,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,MI,FT,Research Scientist,109000,USD,109000,US,0,US,M
2024,EN,FT,Data Quality Analyst,66000,USD,66000,US,0,US,M
2024,MI,FT,Manager,152375,USD,152375,US,100,US,M
2025,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
2025,MI,FT,Engineer,95900,USD,95900,US,0,US,M
2024,MI,FT,Data Scientist,202800,USD,202800,US,0,US,M
2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2025,EN,FT,Data Analyst,120000,USD,120000,US,0,US,M
2025,MI,FT,BI Developer,87000,USD,87000,US,100,US,M
2024,MI,FT,AI Engineer,100000,USD,100000,US,100,US,M
2025,MI,FT,Software Engineer,89400,USD,89400,US,0,US,M
2024,MI,FT,Software Engineer,220000,USD,220000,US,0,US,M
2024,MI,FT,Data Engineer,96838,USD,96838,US,0,US,M
2025,MI,FT,Manager,74400,EUR,78315,NL,0,NL,M
2025,EN,FT,Data Integration Analyst,56000,USD,56000,US,100,US,M
2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,MI,FT,Software Engineer,200000,USD,200000,US,0,US,M
2025,EN,FT,Analyst,110400,USD,110400,US,0,US,M
2024,MI,FT,Software Engineer,176000,USD,176000,US,0,US,M
2024,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
2024,MI,FT,Data Infrastructure Engineer,189000,USD,189000,US,0,US,M
2024,MI,FT,Data Engineer,158000,USD,158000,US,0,US,M
2025,MI,FT,Engineer,128544,USD,128544,US,0,US,M
2025,MI,FT,Risk Analyst,159200,USD,159200,US,100,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M
2025,MI,FT,Applied Scientist,208800,USD,208800,US,0,US,M
2024,EN,FT,Data Analyst,52300,USD,52300,US,0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M
2024,MI,FT,Associate,250000,USD,250000,US,0,US,M
2024,MI,FT,Data Scientist,196900,USD,196900,US,0,US,M
2025,EN,FT,Engineer,170000,USD,170000,US,0,US,M
2024,MI,FT,Analyst,108557,USD,108557,US,100,US,M
2025,MI,FT,Data Management Specialist,42600,EUR,44842,LT,0,LT,M
2024,MI,FT,Data Scientist,72100,USD,72100,US,0,US,M
2024,EN,FT,Data Analyst,206250,USD,206250,US,0,US,M
2024,MI,FT,Data Engineer,145000,USD,145000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
2025,MI,FT,Engineering Manager,253000,USD,253000,US,100,US,M
2025,MI,FT,Data Scientist,140600,USD,140600,US,0,US,M
2024,MI,FT,Research Engineer,83000,USD,83000,US,0,US,M
2025,MI,FT,Manager,120000,USD,120000,US,0,US,M
2025,MI,CT,Data Operations Specialist,50000,USD,50000,US,100,US,M
2025,MI,FT,Research Associate,110000,USD,110000,US,0,US,M
2025,MI,FT,Data Scientist,75600,USD,75600,US,0,US,M
2024,EN,FT,Platform Engineer,250000,USD,250000,US,0,US,M
2025,MI,FT,Software Engineer,300000,USD,300000,US,0,US,M
2024,EN,FT,Insight Analyst,70000,USD,70000,US,100,US,M
2024,MI,FT,Data Engineer,117000,EUR,130000,DE,0,DE,L
2024,MI,FT,Data Engineer,114750,USD,114750,US,0,US,M
2024,EN,FT,Data Analyst,128355,USD,128355,US,0,US,M
2024,MI,FT,Machine Learning Engineer,72700,USD,72700,US,0,US,M
2025,MI,FT,Engineering Manager,142200,USD,142200,US,0,US,M
2024,EN,FT,Research Assistant,110240,USD,110240,US,0,US,M
2025,MI,FT,Data Scientist,155000,USD,155000,US,0,US,M
2025,MI,FT,Manager,261000,USD,261000,US,0,US,M
2025,MI,FT,Data Engineer,264000,BRL,43349,BR,100,BR,M
2024,MI,FT,Research Scientist,208000,USD,208000,US,0,US,M
2024,MI,FT,Research Engineer,240240,USD,240240,US,0,US,M
2025,MI,FT,BI Engineer,158500,USD,158500,US,0,US,M
2024,MI,FT,BI Developer,120000,USD,120000,US,0,US,M
2024,MI,FT,Engineering Manager,190000,USD,190000,US,100,US,M
2025,EN,FT,Analyst,93750,USD,93750,US,100,US,M
2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M
2024,MI,FT,Engineer,140000,USD,140000,US,100,US,M
2025,MI,FT,AI Engineer,440000,USD,440000,US,0,US,M
2024,MI,FT,Data Scientist,172200,USD,172200,US,0,US,M
2024,EN,FT,Research Scientist,129960,USD,129960,US,0,US,M
2025,EN,FT,Data Analyst,33000,EUR,34736,LT,0,LT,M
2025,MI,FT,Product Manager,125000,USD,125000,US,0,US,M
2024,MI,FT,Data Engineer,96450,USD,96450,US,100,US,M
2025,EN,FT,Data Analyst,105914,USD,105914,US,0,US,M
2024,MI,FT,Software Engineer,143100,USD,143100,US,0,US,M
2024,MI,FT,Data Scientist,106700,USD,106700,US,0,US,M
2025,MI,FT,Manager,157000,USD,157000,US,0,US,M
2025,EN,FT,Software Engineer,108000,USD,108000,US,0,US,M
2025,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,97875,USD,97875,US,0,US,M
2024,MI,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
2025,MI,FT,Engineer,225000,USD,225000,US,100,US,M
2025,EN,FT,Data Analyst,42662,USD,42662,US,0,US,M
2024,MI,FT,Data Engineer,91900,EUR,102111,ES,100,ES,M
2025,MI,FT,Associate,72500,USD,72500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M
2025,MI,FT,Data Scientist,123800,USD,123800,US,0,US,M
2024,MI,FT,Engineering Manager,350000,USD,350000,US,0,US,M
2024,MI,FT,Manager,160520,USD,160520,US,100,US,M
2024,MI,FT,Manager,95333,USD,95333,US,100,US,M
2024,MI,FT,Manager,194000,USD,194000,US,0,US,M
2025,EN,FT,Analyst,80000,USD,80000,US,0,US,M
2024,MI,FT,Manager,105400,USD,105400,US,0,US,M
2025,MI,FT,Engineer,346000,USD,346000,US,0,US,M
2025,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
2025,MI,FT,Engineer,75600,USD,75600,US,0,US,M
2024,MI,FT,Data Manager,128000,USD,128000,US,0,US,M
2024,MI,FT,Data Scientist,131200,USD,131200,US,100,US,M
2025,EN,FT,Data Analyst,56500,USD,56500,US,0,US,M
2024,MI,FT,Associate,175000,USD,175000,US,0,US,M
2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M
2025,MI,FT,AI Engineer,162000,USD,162000,US,0,US,M
2024,MI,FT,Manager,196720,USD,196720,US,0,US,M
2022,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M
2025,EN,PT,Data Scientist,137000,USD,137000,US,0,US,M
2025,MI,FT,Software Engineer,300000,USD,300000,US,100,US,M
2024,MI,FT,Data Analyst,60900,USD,60900,US,0,US,M
2024,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,260000,USD,260000,US,0,US,M
2024,MI,FT,Data Scientist,176000,USD,176000,US,0,US,M
2024,MI,FT,Manager,126500,USD,126500,US,100,US,M
2024,MI,FT,Manager,114500,USD,114500,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,75600,USD,75600,US,0,US,M
2024,EN,FT,Data Analyst,55200,USD,55200,AR,100,AR,M
2025,MI,FT,Software Developer,79000,USD,79000,US,0,US,M
2023,MI,FT,Data Manager,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Engineer,79643,USD,79643,US,0,US,M
2025,MI,FT,Data Product Manager,149000,USD,149000,US,100,US,M
2024,MI,FT,Product Manager,98000,USD,98000,IN,0,IN,M
2025,MI,FT,Product Manager,156250,USD,156250,US,0,US,M
2024,MI,FT,Data Scientist,95776,USD,95776,US,100,US,M
2024,MI,FT,Research Engineer,251000,USD,251000,US,100,US,M
2023,MI,FT,Data Scientist,230000,USD,230000,US,0,US,M
2025,MI,FT,Associate,79900,USD,79900,US,0,US,M
2024,EN,FT,Data Analyst,88000,USD,88000,US,0,US,M
2024,EN,FT,Data Specialist,46000,USD,46000,CA,0,CA,M
2024,EN,FT,Data Analyst,111510,USD,111510,US,100,US,M
2024,MI,FT,Statistical Programmer,65000,USD,65000,US,100,US,M
2025,MI,FT,Software Engineer,129300,USD,129300,US,0,US,L
2024,MI,FT,Data Manager,47874,GBP,59842,GB,0,GB,M
2023,MI,FT,Data Analyst,39000,EUR,42107,DE,50,DE,M
2024,MI,FT,Manager,153000,USD,153000,US,0,US,M
2024,MI,FT,Data Engineer,128000,USD,128000,US,100,US,M
2024,MI,FT,Data Engineer,27000,GBP,33750,GB,0,GB,M
2025,MI,FT,Engineer,150000,USD,150000,US,0,US,M
2024,EN,FT,Data Analyst,42000,EUR,46666,AT,0,AT,M
2024,MI,FT,Data Engineer,108000,USD,108000,US,0,US,M
2024,EN,FT,Data Scientist,69690,USD,69690,US,100,US,M
2024,EN,FT,Data Analyst,35505,GBP,44381,GB,0,GB,M
2025,MI,FT,AI Engineer,180000,USD,180000,US,0,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,US,100,US,M
2024,MI,FT,Product Manager,143200,USD,143200,US,0,US,M
2025,MI,FT,Engineer,280000,USD,280000,US,0,US,M
2023,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,EN,FT,Machine Learning Engineer,145885,USD,145885,US,0,US,M
2025,EN,FT,Software Engineer,60000,USD,60000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,141000,USD,141000,US,0,US,M
2024,EN,FT,Research Engineer,144000,USD,144000,US,0,US,M
2024,MI,FT,Data Scientist,75600,EUR,84000,NL,0,NL,M
2024,MI,FT,Data Scientist,500000,USD,500000,US,0,US,M
2024,MI,FT,Data Scientist,245000,USD,245000,US,0,US,M
2023,MI,FT,Data Engineer,275000,USD,275000,CA,0,CA,M
2024,MI,FT,Software Engineer,89000,USD,89000,US,0,US,M
2023,MI,FT,Data Product Owner,45454,GBP,55926,GB,0,GB,M
2024,MI,FT,Manager,125000,USD,125000,US,0,US,M
2024,MI,FT,Research Scientist,251000,USD,251000,US,0,US,M
2024,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,MI,FT,Data Engineer,180000,USD,180000,CA,100,CA,M
2025,MI,FT,Cloud Database Engineer,85150,USD,85150,US,100,US,M
2024,EN,FT,Research Scientist,145000,USD,145000,US,0,US,M
2024,MI,FT,Research Scientist,200200,USD,200200,US,0,US,M
2024,MI,FT,Data Scientist,237500,USD,237500,US,0,US,M
2023,MI,FT,AI Engineer,73100,USD,73100,US,0,US,M
2023,MI,FT,Data Engineer,85000,USD,85000,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,83400,USD,83400,US,0,US,M
2024,EN,PT,Business Intelligence Developer,64000,USD,64000,US,0,US,M
2024,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
2024,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,MI,FT,Engineer,180000,USD,180000,US,0,US,M
2025,MI,FT,Software Engineer,193000,USD,193000,US,0,US,M
2024,EN,FT,Data Analyst,136800,USD,136800,US,0,US,M
2023,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
2024,MI,FT,Analyst,58000,USD,58000,US,0,US,M
2024,EN,FT,Data Engineer,98000,USD,98000,US,0,US,M
2024,MI,FT,Data Scientist,110000,USD,110000,US,100,US,M
2025,EN,FT,Analyst,78300,USD,78300,US,0,US,M
2024,MI,FT,Engineer,264200,USD,264200,US,0,US,M
2025,EN,FT,Data Analyst,51100,USD,51100,US,0,US,M
2024,MI,FT,Data Scientist,136800,USD,136800,US,0,US,M
2025,MI,FT,AI Specialist,85000,USD,85000,US,0,US,M
2023,MI,FT,Data Scientist,75000,EUR,80976,IE,0,IE,M
2024,MI,FT,Data Scientist,99100,USD,99100,US,0,US,M
2025,MI,FT,Software Engineer,103400,USD,103400,US,0,US,M
2024,EN,FT,Research Analyst,90000,USD,90000,US,0,US,M
2024,MI,FT,Data Scientist,96600,USD,96600,US,0,US,M
2024,EN,FT,Data Analyst,109000,USD,109000,US,100,US,M
2024,MI,FT,Data Engineer,96242,USD,96242,US,0,US,M
2024,EN,FT,Research Engineer,57700,USD,57700,US,0,US,M
2024,EN,FT,Data Analyst,84000,USD,84000,US,0,US,M
2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2024,MI,FT,Software Engineer,75000,USD,75000,US,0,US,M
2024,MI,FT,Associate,110000,USD,110000,US,0,US,M
2024,MI,FT,Engineering Manager,277837,USD,277837,US,0,US,M
2023,MI,FT,Data Analyst,120000,USD,120000,US,100,US,M
2024,EN,FT,Data Analyst,64200,USD,64200,US,0,US,M
2024,MI,FT,Data Engineer,47000,USD,47000,US,0,US,M
2025,MI,FT,Engineering Manager,400000,USD,400000,US,100,US,M
2025,EN,FT,Software Engineer,237100,USD,237100,US,0,US,M
2025,MI,FT,Data Scientist,218109,USD,218109,US,0,US,M
2024,MI,FT,Machine Learning Engineer,206500,USD,206500,US,100,US,M
2023,MI,FT,Machine Learning Engineer,179000,USD,179000,US,0,US,M
2024,MI,FT,Product Manager,197700,USD,197700,US,100,US,M
2025,MI,FT,Data Engineer,75600,USD,75600,US,0,US,M
2024,MI,FT,Data Analyst,81650,USD,81650,US,0,US,M
2024,MI,FT,Data Scientist,76980,USD,76980,US,0,US,M
2025,MI,FT,Data Engineer,184600,USD,184600,US,0,US,M
2025,MI,FT,Data Engineer,173040,USD,173040,US,0,US,M
2024,MI,FT,Data Scientist,176000,USD,176000,US,0,US,M
2024,EN,FT,Data Analyst,72000,USD,72000,US,0,US,M
2024,MI,FT,Software Engineer,140000,USD,140000,US,0,US,M
2025,MI,FT,Data Scientist,153300,USD,153300,US,0,US,M
2024,MI,FT,Machine Learning Engineer,189800,USD,189800,US,0,US,M
2024,MI,FT,Software Engineer,148000,USD,148000,US,0,US,M
2025,EN,FT,Data Analyst,30000,GBP,37974,GB,0,GB,M
2024,MI,FT,Data Scientist,137000,USD,137000,US,0,US,M
2025,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,102000,GBP,127500,GB,0,GB,M
2024,MI,FT,Data Engineer,187400,USD,187400,US,0,US,M
2023,MI,FT,Data Engineer,170884,USD,170884,US,100,US,M
2025,MI,FT,AI Engineer,150000,USD,150000,US,0,US,M
2025,EN,FT,Developer,92000,USD,92000,CA,0,CA,M
2024,MI,FT,Machine Learning Quality Engineer,109400,USD,109400,US,0,US,M
2024,MI,FT,Data Scientist,136000,USD,136000,US,0,US,M
2023,MI,FT,Data Engineer,70000,GBP,86128,GB,100,GB,M
2024,MI,FT,BI Analyst,68900,USD,68900,US,0,US,M
2024,MI,CT,Data Engineer,90000,GBP,112500,GB,100,GB,M
2025,MI,FT,Developer,104650,USD,104650,US,0,US,M
2024,MI,FT,Manager,232320,USD,232320,US,100,US,M
2025,MI,FT,Data Scientist,110400,USD,110400,US,0,US,M
2024,MI,FT,Software Engineer,216000,USD,216000,US,0,US,M
2023,MI,FT,Data Engineer,132000,USD,132000,US,100,US,M
2024,MI,FT,Data Engineer,140900,USD,140900,US,100,US,M
2025,EN,FT,Data Analyst,97027,USD,97027,AU,0,AU,M
2025,EN,FT,Data Analyst,51600,EUR,54315,LT,0,LT,M
2025,MI,FT,Data Scientist,60000,USD,60000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,153600,USD,153600,US,0,US,M
2023,MI,FT,Data Analyst,250000,USD,250000,US,100,US,M
2024,MI,FT,Data Engineer,62544,EUR,69493,NL,0,NL,M
2025,MI,FT,Business Intelligence Engineer,100000,USD,100000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
2024,MI,FT,Data Analyst,76200,USD,76200,US,0,US,M
2024,MI,FT,Associate,154800,USD,154800,US,0,US,M
2025,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M
2024,EN,FT,Data Engineer,79310,USD,79310,US,0,US,M
2025,MI,FT,Engineering Manager,250000,USD,250000,US,0,US,M
2025,MI,FT,Data Analyst,55100,USD,55100,US,100,US,M
2024,EN,FT,Data Engineer,231400,USD,231400,US,0,US,M
2024,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M
2024,EN,FT,Software Engineer,116000,USD,116000,US,0,US,M
2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
2025,MI,FT,Analytics Specialist,92346,USD,92346,CA,0,CA,M
2025,MI,FT,Data Analyst,86400,USD,86400,US,0,US,M
2024,MI,FT,Business Intelligence Manager,117500,USD,117500,US,0,US,M
2025,MI,FT,Manager,100000,USD,100000,US,0,US,M
2024,MI,FT,Research Engineer,143376,USD,143376,US,0,US,M
2024,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M
2023,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,MI,FT,Statistician,105000,USD,105000,CA,0,CA,M
2024,EN,FT,Data Analyst,74500,USD,74500,US,0,US,M
2024,MI,FT,Data Scientist,106890,USD,106890,CA,0,CA,M
2024,EN,FT,Data Engineer,62900,USD,62900,US,0,US,M
2025,MI,FT,Associate,258000,USD,258000,CA,100,CA,M
2025,MI,FT,Engineer,132000,USD,132000,US,0,US,M
2024,MI,FT,Data Specialist,68000,USD,68000,US,100,US,M
2025,MI,FT,Decision Scientist,72100,USD,72100,US,0,US,M
2024,EN,FT,Research Scientist,137750,USD,137750,US,0,US,M
2024,MI,FT,Data Scientist,55000,GBP,68750,GB,0,GB,M
2025,MI,FT,Business Development Representative,54975,USD,54975,US,0,US,M
2024,MI,FT,Data Scientist,200000,USD,200000,US,0,US,M
2024,MI,FT,Full Stack Engineer,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Analytics Specialist,158500,USD,158500,US,0,US,M
2025,EN,FT,Data Analyst,101000,USD,101000,US,100,US,M
2024,MI,FT,Data Scientist,93500,USD,93500,US,0,US,M
2025,MI,FT,Associate,100000,USD,100000,US,0,US,M
2024,MI,FT,Research Scientist,85000,USD,85000,US,100,US,M
2024,EN,FT,Data Analyst,83300,USD,83300,US,0,US,M
2025,MI,FT,Engineer,111717,USD,111717,US,100,US,M
2024,MI,FT,Data Scientist,385000,USD,385000,US,0,US,M
2024,MI,FT,Software Engineer,129300,USD,129300,US,0,US,L
2024,MI,FT,Business Intelligence Engineer,89600,USD,89600,US,0,US,L
2024,EN,FT,Business Intelligence Analyst,100000,USD,100000,US,100,US,M
2024,MI,FT,Data Modeler,114000,USD,114000,CA,0,CA,M
2024,MI,FT,Business Intelligence Developer,75600,USD,75600,US,0,US,M
2025,MI,FT,Data Engineer,102700,USD,102700,US,100,US,M
2025,EN,FT,Software Engineer,40000,USD,40000,US,0,US,M
2025,EN,FT,Analyst,74893,USD,74893,US,0,US,M
2025,MI,FT,Data Engineer,43990,GBP,55683,GB,100,GB,M
2025,MI,FT,Data Engineer,78200,USD,78200,US,0,US,M
2024,EN,FT,Data Analyst,46000,USD,46000,US,0,US,M
2024,MI,FT,Data Scientist,212800,USD,212800,US,0,US,L
2024,EN,FT,Data Analyst,67000,USD,67000,US,0,US,M
2024,MI,FT,Data Engineer,168000,USD,168000,US,0,US,M
